0,1,981,1287,1288,1582,1583,1907,1908,1909,2235,2236,2511,2786,3028,3311,3575,3576,4071,4268,4269,4508,4861,5200,5909,6055,6318,6478,6734,6861,7373,7505,7665,7802,7927,8067,8289,8387,8504,8717,9007,9221,9362,9481,9628,9737,9947,10042,10253,10362,10456,10582,10811,11115,11216,11317,11487,11604,11739,11944,12044,12137,12345,12420,12521,12749,12966,13047,13138,13256,13516,13605,13709,13800,13917,13988,14136,14213,14291,14476,14772,14853,14919,15013,15092,15214,15285,15371,15451,15537,15593,15914,15998,16100,16221,16482,16572,16674,16885,17061,17133,17231,17303,17359,17533,17610,17702,17808,17883,17951,18155,18351,18508,18666,18825,18895,18965,19111,19157,19262,19325,19524,19593,19788,19957,20025,20129,20213,20260,20456,20587,20649,20711,20845,20974,21059,21143,21327,21391,21458,21894,21973,22177,22450,22509,22569,22698,22834,22895,22963,23088,23155,23255,23657,23786,23865,23917,24087,24158,24377,24502,24632,24666,24979,25311,25376,25506,25608,25706,25876,25945,26062,26113,26146,26187,26249,26384,26505,26542,26664,26732,26806,26854,26965,27038,27547,27660,27801,27850,28013,28051,28114,28156,28287,28551,28726,28781,28860,28950,29048,29272,29401,29460,29842,29990,30080,30129,30170,30237,30408,30525,30564,30622,30681,30908,31195,31300,31518,31568,31621,31684,31778,32097,32291,32406,32451,32496,33090,33145,33239,33583,34176,34351,34555,34588,34732,34767,34804,34973,35010,35190,35530,35716,36017,36506,36795,36872,37173,37256,37986
"[1, 4071, 4508, 7665, 8387, 11604, 23786]","[0, 4071, 4508, 7665, 8387, 11604, 23786]",[20213],"[1288, 9737]","[1287, 9737]","[1583, 3028, 18155, 32451]","[1582, 3028, 18155]","[1908, 1909, 25311]","[1907, 1909, 25311]","[1907, 1908, 25311]","[2236, 15013, 15537]","[2235, 15537]","[3311, 11487, 17303]",[17359],"[1582, 1583, 18155, 32451]","[2511, 11487, 17303, 17951]",[3576],[3575],"[0, 1, 4508, 8387, 11487, 11604, 14213, 17951]","[4269, 7927, 24087]","[4268, 24087]","[0, 1, 4071, 7665, 8387, 11604, 14213, 23786]","[12521, 20649]","[11317, 14919, 29048]","[18508, 33090]",[36795],"[10582, 14136]","[9628, 16221, 17231]",[23255],[37173],"[7802, 9737]","[10811, 31621]","[0, 1, 4508, 14213, 19325]","[7373, 9737]","[4268, 18666, 24087]","[10362, 25945, 28051, 31778]",[20025],"[0, 1, 4071, 4508, 11487, 11604, 14213, 17951]","[13138, 30237]","[12420, 13605, 23786, 32496, 34176]","[28551, 33145]",[17133],"[19593, 30525]","[19524, 20129, 31778]","[6478, 16221, 17231]","[1287, 1288, 7373, 7802]","[23255, 26146]",[26965],"[26854, 27850]","[8067, 25945, 28051, 30237]",[15371],"[6318, 14136, 15593, 31518]","[7505, 13917]",[30622],"[17061, 26187]","[5200, 14919]","[2511, 3311, 4071, 8387, 11604, 17951]","[0, 1, 4071, 4508, 8387, 11487, 17951, 23786]","[19111, 27801]",[33583],[16885],[25706],"[16482, 17808]","[8717, 13605, 23786, 27038, 34176]","[4861, 20649, 34555]",[22698],[32451],"[26113, 26664]","[8504, 20711]",[21458],"[21327, 23917]","[8717, 12420, 23786, 27038, 34176]","[15451, 33239]","[26384, 30564, 32406, 34732]","[10811, 28860]","[14476, 28156, 33090]","[6318, 10582, 15593]","[4071, 4508, 7665, 8387, 17951]",[34588],"[13988, 28156, 33090]","[22177, 23155]",[30681],"[5200, 11317, 26249, 29048]","[2235, 15914]",[20260],[26542],"[18895, 26187]","[10456, 15998]","[13709, 33239]","[2235, 2236]","[10582, 14136, 31518]",[15013],[15371],"[18965, 22963]","[6478, 9628, 17231]",[12345],"[31684, 36506]",[20456],[12044],"[11216, 26187]",[9221],"[6478, 9628, 16221]","[2511, 3311]",[2786],[30681],"[17808, 22895]","[19788, 28287, 37986]","[12345, 17610, 22895]",[35716],"[3311, 4071, 8387, 11487, 11604, 14213]","[1582, 1583, 3028]",[34804],"[5909, 33090]","[7927, 24087]",[28013],[15285],"[16100, 22963]","[11739, 27801]",[35010],[24632],[7665],"[9481, 20129]","[9362, 30525]","[17702, 28287]",[22450],[8289],"[9481, 19524]",[981],[15092],[16674],[28114],"[4861, 12521, 29401]",[13138],"[21143, 25506]","[22569, 28013, 33583]",[27547],"[20845, 25506]","[13516, 23917]","[24666, 30129]",[13256],[24158],"[23088, 25376]","[14772, 23155]",[19957],[29842],"[20974, 28013, 33583]",[12749],[24502],"[17610, 17808]","[16100, 18965]",[21973],"[14772, 22177]","[6734, 9947]",[26146],"[0, 1, 4508, 8717, 11604, 12420, 13605, 34176]",[28726],"[13516, 21327]","[4268, 4269, 7927, 18666]","[21894, 32496]",[30170],[22834],[19262],[21391],"[27660, 28156, 33090]","[1907, 1908, 1909]",[21973],"[20845, 21143, 26249, 29048]","[34973, 37256]",[12137],[30080],"[8067, 10362, 28051]","[26505, 35530]",[13047],"[9947, 23657]","[11216, 15285, 17061]","[14919, 25506, 29048]","[13800, 30564, 32406, 34732]",[26062],[15214],"[13047, 34767]",[29272],[32291],"[10253, 27850]",[10042],"[12420, 13605, 34176]",[21059],"[24979, 28156]","[11739, 19111]","[10253, 26854]","[18825, 20974, 22569]","[8067, 10362, 25945, 31778]",[20587],"[13988, 14476, 24979, 27660, 33090]","[17702, 19788]","[9007, 33145]",[23865],[31300],[13917],"[30908, 32097]","[5200, 14919, 25506, 26249]",[26732],[20649],[31568],[22509],"[30408, 31195]",[25876],[21391],[24377],"[8504, 10362]","[29990, 31195]","[9362, 19593]","[13800, 26384, 32406, 34732]","[11115, 36017]","[14853, 17533]","[28950, 32097]","[29990, 30408]",[28781],"[10582, 15593]",[29460],[7505],"[16572, 36506]","[8067, 9481, 28051]","[28950, 30908]",[26806],"[13800, 26384, 30564, 34732]","[1582, 3028, 12966]","[8717, 24158, 34176]","[5909, 13988, 14476, 18508, 24979, 28156]","[9007, 28551]","[13709, 15451]","[11944, 20974, 22569]","[8717, 12420, 13605, 23786, 27038, 32496]","[35190, 36872]",[12521],[14291],"[13800, 26384, 30564, 32406]",[26664],[18351],[25608],[19157],[34351],[26062],[17883],[30622],"[16572, 31684]",[6055],[34351],[6861],[25608],[17702]
